source_id,type_of_water_source,number_of_people_served,priority_status
AkHa00529224,tap_in_home_broken,572,CRITICAL
AkHa00530224,well,262,HIGH (Requires Pollution Check)
AkHa00531224,well,280,HIGH (Requires Pollution Check)
AkHa00532224,tap_in_home_broken,926,CRITICAL
AkHa00533224,well,188,HIGH (Requires Pollution Check)
AkHa00534224,well,334,HIGH (Requires Pollution Check)
AkHa00535224,tap_in_home,796,STANDARD
AkHa00536224,well,350,HIGH (Requires Pollution Check)
AkHa00537224,tap_in_home_broken,680,CRITICAL
AkHa00538224,tap_in_home,414,STANDARD
AkHa00539224,tap_in_home,666,STANDARD
AkHa00540224,well,340,HIGH (Requires Pollution Check)
AkHa00541224,tap_in_home,806,STANDARD
AkHa00542224,well,326,HIGH (Requires Pollution Check)
AkHa00543224,tap_in_home_broken,586,CRITICAL
AkHa00544224,well,212,HIGH (Requires Pollution Check)
AkHa00545224,tap_in_home_broken,732,CRITICAL
AkHa00546224,river,542,CRITICAL
AkHa00547224,well,386,HIGH (Requires Pollution Check)
AkHa00548224,shared_tap,830,STANDARD
AkHa00549224,well,274,HIGH (Requires Pollution Check)
AkHa00550224,tap_in_home_broken,700,CRITICAL
AkHa00551224,well,338,HIGH (Requires Pollution Check)
AkHa00552224,tap_in_home,416,STANDARD
AkHa00553224,well,324,HIGH (Requires Pollution Check)
AkHa00554224,well,384,HIGH (Requires Pollution Check)
AkHa00555224,well,186,HIGH (Requires Pollution Check)
AkHa00556224,well,302,HIGH (Requires Pollution Check)
AkHa00557224,well,172,HIGH (Requires Pollution Check)
AkHa00558224,well,184,HIGH (Requires Pollution Check)
AkHa00559224,tap_in_home,732,STANDARD
AkHa00560224,tap_in_home,368,STANDARD
AkHa00561224,tap_in_home_broken,536,CRITICAL
AkHa00562224,well,356,HIGH (Requires Pollution Check)
AkHa00563224,well,240,HIGH (Requires Pollution Check)
AkHa00564224,well,192,HIGH (Requires Pollution Check)
AkHa00565224,well,372,HIGH (Requires Pollution Check)
AkHa00566224,well,246,HIGH (Requires Pollution Check)
AkHa00567224,tap_in_home_broken,542,CRITICAL
AkHa00568224,tap_in_home_broken,696,CRITICAL
AkHa00569224,well,300,HIGH (Requires Pollution Check)
AkHa00570224,tap_in_home_broken,570,CRITICAL
AkHa00571224,well,184,HIGH (Requires Pollution Check)
AkHa00572224,tap_in_home_broken,518,CRITICAL
AkHa00573224,tap_in_home,314,STANDARD
AkHa00574224,tap_in_home,398,STANDARD
AkHa00575224,shared_tap,2944,STANDARD
AkHa00576224,well,238,HIGH (Requires Pollution Check)
AkHa00577224,shared_tap,664,STANDARD
AkHa00578224,tap_in_home,400,STANDARD
AkHa00579224,well,262,HIGH (Requires Pollution Check)
AkHa00580224,tap_in_home_broken,700,CRITICAL
AkHa00581224,tap_in_home,542,STANDARD
AkHa00582224,well,376,HIGH (Requires Pollution Check)
AkHa00583224,well,396,HIGH (Requires Pollution Check)
AkHa00584224,well,244,HIGH (Requires Pollution Check)
AkHa00585224,well,300,HIGH (Requires Pollution Check)
AkHa00586224,tap_in_home,738,STANDARD
AkHa00587224,well,190,HIGH (Requires Pollution Check)
AkHa00588224,tap_in_home_broken,950,CRITICAL
AkHa00589224,tap_in_home,518,STANDARD
AkHa00590224,well,286,HIGH (Requires Pollution Check)
AkHa00591224,well,328,HIGH (Requires Pollution Check)
AkHa00592224,well,372,HIGH (Requires Pollution Check)
AkHa00593224,well,294,HIGH (Requires Pollution Check)
AkHa00594224,tap_in_home_broken,990,CRITICAL
AkHa00595224,well,292,HIGH (Requires Pollution Check)
AkHa00596224,well,162,HIGH (Requires Pollution Check)
AkHa00597224,river,602,CRITICAL
AkHa00598224,tap_in_home_broken,482,CRITICAL
AkHa00599224,tap_in_home,310,STANDARD
AkHa00600224,well,332,HIGH (Requires Pollution Check)
AkHa00601224,tap_in_home_broken,394,CRITICAL
AkHa00602224,tap_in_home_broken,422,CRITICAL
AkHa00603224,tap_in_home,518,STANDARD
AkHa00604224,well,162,HIGH (Requires Pollution Check)
AkHa00605224,tap_in_home,418,STANDARD
AkHa00606224,tap_in_home,660,STANDARD
AkHa00607224,tap_in_home,754,STANDARD
AkHa00608224,tap_in_home_broken,862,CRITICAL
AkHa00609224,well,268,HIGH (Requires Pollution Check)
AkHa00610224,well,196,HIGH (Requires Pollution Check)
AkHa00611224,tap_in_home,406,STANDARD
AkHa00612224,tap_in_home_broken,412,CRITICAL
AkHa00613224,shared_tap,3082,STANDARD
AkHa00614224,shared_tap,398,STANDARD
AkHa00615224,well,394,HIGH (Requires Pollution Check)
AkHa00616224,tap_in_home,752,STANDARD
AkHa00617224,tap_in_home_broken,656,CRITICAL
AkHa00618224,well,258,HIGH (Requires Pollution Check)
AkHa00619224,tap_in_home_broken,670,CRITICAL
AkHa00620224,tap_in_home_broken,494,CRITICAL
AkHa00621224,well,226,HIGH (Requires Pollution Check)
AkHa00622224,well,232,HIGH (Requires Pollution Check)
AkHa00623224,tap_in_home,888,STANDARD
AkHa00624224,well,232,HIGH (Requires Pollution Check)
AkHa00625224,tap_in_home,490,STANDARD
AkHa00626224,tap_in_home,792,STANDARD
AkHa00627224,tap_in_home_broken,584,CRITICAL
AkHa00628224,tap_in_home_broken,526,CRITICAL
AkHa00629224,tap_in_home_broken,654,CRITICAL
AkHa00630224,tap_in_home_broken,342,CRITICAL
AkHa00631224,shared_tap,3664,STANDARD
AkHa00632224,well,398,HIGH (Requires Pollution Check)
AkHa00633224,well,210,HIGH (Requires Pollution Check)
AkHa00634224,tap_in_home_broken,636,CRITICAL
AkHa00635224,tap_in_home,514,STANDARD
AkHa00636224,well,192,HIGH (Requires Pollution Check)
AkHa00637224,well,162,HIGH (Requires Pollution Check)
AkHa00638224,well,344,HIGH (Requires Pollution Check)
AkHa00639224,well,222,HIGH (Requires Pollution Check)
AkHa00640224,well,208,HIGH (Requires Pollution Check)
AkHa00641224,tap_in_home,848,STANDARD
AkHa00642224,well,336,HIGH (Requires Pollution Check)
AkHa00643224,well,386,HIGH (Requires Pollution Check)
AkHa00644224,tap_in_home_broken,668,CRITICAL
AkHa00645224,tap_in_home,794,STANDARD
AkHa00646224,well,250,HIGH (Requires Pollution Check)
AkHa00647224,tap_in_home,982,STANDARD
AkHa00648224,well,224,HIGH (Requires Pollution Check)
AkHa00649224,tap_in_home_broken,804,CRITICAL
AkHa00650224,tap_in_home,746,STANDARD
AkHa00651224,tap_in_home,952,STANDARD
AkHa00652224,tap_in_home_broken,808,CRITICAL
AkHa00653224,well,184,HIGH (Requires Pollution Check)
AkHa00654224,well,298,HIGH (Requires Pollution Check)
AkHa00655224,river,662,CRITICAL
AkHa00656224,tap_in_home,426,STANDARD
AkHa00657224,tap_in_home,826,STANDARD
AkHa00658224,well,212,HIGH (Requires Pollution Check)
AkHa00659224,well,362,HIGH (Requires Pollution Check)
AkHa00660224,well,256,HIGH (Requires Pollution Check)
AkHa00661224,tap_in_home_broken,930,CRITICAL
AkHa00662224,well,166,HIGH (Requires Pollution Check)
AkHa00663224,well,188,HIGH (Requires Pollution Check)
AkHa00664224,tap_in_home,724,STANDARD
AkHa00665224,tap_in_home,842,STANDARD
AkHa00666224,well,204,HIGH (Requires Pollution Check)
AkHa00667224,well,316,HIGH (Requires Pollution Check)
AkHa00668224,shared_tap,3830,STANDARD
AkHa00669224,well,180,HIGH (Requires Pollution Check)
AkHa00670224,tap_in_home_broken,656,CRITICAL
AkHa00671224,well,186,HIGH (Requires Pollution Check)
AkHa00672224,tap_in_home_broken,586,CRITICAL
AkHa00673224,well,374,HIGH (Requires Pollution Check)
AkHa00674224,well,368,HIGH (Requires Pollution Check)
AkHa00675224,tap_in_home,324,STANDARD
AkHa00676224,well,356,HIGH (Requires Pollution Check)
AkHa00677224,tap_in_home_broken,504,CRITICAL
AkHa00678224,tap_in_home_broken,806,CRITICAL
AkHa00679224,tap_in_home_broken,990,CRITICAL
AkHa00680224,tap_in_home,402,STANDARD
AkHa00681224,well,306,HIGH (Requires Pollution Check)
AkHa00682224,tap_in_home,620,STANDARD
AkHa00683224,well,194,HIGH (Requires Pollution Check)
AkHa00684224,tap_in_home,878,STANDARD
AkHa00685224,tap_in_home,568,STANDARD
AkHa00686224,well,184,HIGH (Requires Pollution Check)
AkHa00687224,tap_in_home_broken,646,CRITICAL
AkHa00688224,tap_in_home,884,STANDARD
AkHa00689224,well,340,HIGH (Requires Pollution Check)
AkHa00690224,tap_in_home,438,STANDARD
AkHa00691224,tap_in_home_broken,770,CRITICAL
AkHa00692224,tap_in_home,764,STANDARD
AkHa00693224,tap_in_home,328,STANDARD
AkHa00694224,tap_in_home_broken,800,CRITICAL
AkHa00695224,tap_in_home_broken,362,CRITICAL
AkHa00696224,river,514,CRITICAL
AkHa00697224,tap_in_home,570,STANDARD
AkHa00698224,well,196,HIGH (Requires Pollution Check)
AkHa00699224,well,328,HIGH (Requires Pollution Check)
AkHa00700224,tap_in_home_broken,684,CRITICAL
AkHa00701224,tap_in_home,382,STANDARD
AkHa00702224,tap_in_home,738,STANDARD
AkHa00703224,well,348,HIGH (Requires Pollution Check)
AkHa00704224,tap_in_home,818,STANDARD
AkHa00705224,well,244,HIGH (Requires Pollution Check)
AkHa00706224,well,238,HIGH (Requires Pollution Check)
AkHa00707224,tap_in_home,694,STANDARD
AkHa00708224,well,244,HIGH (Requires Pollution Check)
AkHa00709224,well,232,HIGH (Requires Pollution Check)
AkHa00710224,well,160,HIGH (Requires Pollution Check)
AkHa00711224,well,336,HIGH (Requires Pollution Check)
AkHa00712224,tap_in_home,832,STANDARD
AkHa00713224,tap_in_home_broken,578,CRITICAL
AkHa00714224,well,212,HIGH (Requires Pollution Check)
AkHa00715224,well,172,HIGH (Requires Pollution Check)
AkHa00716224,well,366,HIGH (Requires Pollution Check)
AkHa00717224,well,254,HIGH (Requires Pollution Check)
AkHa00718224,well,274,HIGH (Requires Pollution Check)
AkHa00719224,well,364,HIGH (Requires Pollution Check)
AkHa00720224,well,312,HIGH (Requires Pollution Check)
AkHa00721224,shared_tap,984,STANDARD
AkHa00722224,tap_in_home_broken,300,CRITICAL
AkHa00723224,tap_in_home_broken,466,CRITICAL
AkHa00724224,shared_tap,3874,STANDARD
AkHa00725224,tap_in_home,992,STANDARD
AkHa00726224,tap_in_home,792,STANDARD
AkHa00727224,tap_in_home,992,STANDARD
AkHa00728224,well,186,HIGH (Requires Pollution Check)
AkHa00729224,tap_in_home_broken,640,CRITICAL
AkHa00730224,tap_in_home_broken,952,CRITICAL
AkHa00731224,well,384,HIGH (Requires Pollution Check)
AkHa00732224,tap_in_home_broken,382,CRITICAL
AkHa00733224,tap_in_home,496,STANDARD
AkHa00734224,well,180,HIGH (Requires Pollution Check)
AkHa00735224,well,222,HIGH (Requires Pollution Check)
AkHa00736224,tap_in_home_broken,752,CRITICAL
AkHa00737224,well,392,HIGH (Requires Pollution Check)
AkHa00738224,tap_in_home_broken,712,CRITICAL
AkHa00739224,well,186,HIGH (Requires Pollution Check)
AkHa00740224,tap_in_home_broken,314,CRITICAL
AkHa00741224,well,214,HIGH (Requires Pollution Check)
AkHa00742224,well,184,HIGH (Requires Pollution Check)
AkHa00743224,shared_tap,258,STANDARD
AkHa00744224,well,352,HIGH (Requires Pollution Check)
AkHa00745224,well,394,HIGH (Requires Pollution Check)
AkHa00746224,well,374,HIGH (Requires Pollution Check)
AkHa00747224,well,270,HIGH (Requires Pollution Check)
AkHa00748224,tap_in_home_broken,692,CRITICAL
AkHa00749224,well,330,HIGH (Requires Pollution Check)
AkHa00750224,well,264,HIGH (Requires Pollution Check)
AkHa00751224,tap_in_home_broken,798,CRITICAL
AkHa00752224,well,360,HIGH (Requires Pollution Check)
AkHa00753224,well,166,HIGH (Requires Pollution Check)
AkHa00754224,tap_in_home,306,STANDARD
AkHa00755224,tap_in_home_broken,304,CRITICAL
AkHa00756224,shared_tap,564,STANDARD
AkHa00757224,well,290,HIGH (Requires Pollution Check)
AkHa00758224,well,352,HIGH (Requires Pollution Check)
AkHa00759224,tap_in_home_broken,886,CRITICAL
AkHa00760224,well,394,HIGH (Requires Pollution Check)
AkHa00761224,tap_in_home,706,STANDARD
AkHa00762224,tap_in_home,494,STANDARD
AkHa00763224,well,192,HIGH (Requires Pollution Check)
AkHa00764224,well,232,HIGH (Requires Pollution Check)
AkHa00765224,well,318,HIGH (Requires Pollution Check)
AkHa00766224,well,380,HIGH (Requires Pollution Check)
AkHa00767224,well,324,HIGH (Requires Pollution Check)
AkHa00768224,well,258,HIGH (Requires Pollution Check)
AkHa00769224,well,308,HIGH (Requires Pollution Check)
AkHa00770224,well,240,HIGH (Requires Pollution Check)
AkHa00771224,well,336,HIGH (Requires Pollution Check)
AkHa00772224,tap_in_home_broken,474,CRITICAL
AkHa00773224,well,224,HIGH (Requires Pollution Check)
AkHa00774224,tap_in_home,362,STANDARD
AkHa00775224,tap_in_home_broken,636,CRITICAL
AkHa00776224,well,206,HIGH (Requires Pollution Check)
AkHa00777224,tap_in_home,538,STANDARD
AkHa00778224,tap_in_home_broken,556,CRITICAL
AkHa00779224,well,224,HIGH (Requires Pollution Check)
AkHa00780224,tap_in_home,734,STANDARD
AkHa00781224,tap_in_home_broken,952,CRITICAL
AkHa00782224,shared_tap,3906,STANDARD
AkHa00783224,well,294,HIGH (Requires Pollution Check)
AkHa00784224,tap_in_home_broken,830,CRITICAL
AkHa00785224,tap_in_home,326,STANDARD
AkHa00786224,tap_in_home_broken,542,CRITICAL
AkHa00787224,shared_tap,2144,STANDARD
AkHa00788224,well,268,HIGH (Requires Pollution Check)
AkHa00789224,well,286,HIGH (Requires Pollution Check)
AkHa00790224,tap_in_home,672,STANDARD
AkHa00791224,tap_in_home_broken,322,CRITICAL
AkHa00792224,tap_in_home_broken,326,CRITICAL
AkHa00793224,tap_in_home,970,STANDARD
AkHa00794224,tap_in_home,366,STANDARD
AkHa00795224,well,222,HIGH (Requires Pollution Check)
AkHa00796224,tap_in_home_broken,626,CRITICAL
AkHa00797224,tap_in_home,520,STANDARD
AkHa00798224,tap_in_home,458,STANDARD
AkHa00799224,well,366,HIGH (Requires Pollution Check)
AkKi00800224,tap_in_home_broken,552,CRITICAL
AkKi00801224,well,220,HIGH (Requires Pollution Check)
AkKi00802224,tap_in_home,492,STANDARD
AkKi00803224,well,314,HIGH (Requires Pollution Check)
AkKi00804224,tap_in_home,924,STANDARD
AkKi00805224,shared_tap,850,STANDARD
AkKi00806224,tap_in_home,992,STANDARD
AkKi00807224,tap_in_home,350,STANDARD
AkKi00808224,tap_in_home_broken,606,CRITICAL
AkKi00809224,well,160,HIGH (Requires Pollution Check)
AkKi00810224,well,318,HIGH (Requires Pollution Check)
AkKi00811224,tap_in_home_broken,542,CRITICAL
AkKi00812224,tap_in_home_broken,306,CRITICAL
AkKi00813224,tap_in_home,360,STANDARD
AkKi00814224,well,292,HIGH (Requires Pollution Check)
AkKi00815224,well,372,HIGH (Requires Pollution Check)
AkKi00816224,tap_in_home,394,STANDARD
AkKi00817224,tap_in_home_broken,448,CRITICAL
AkKi00818224,tap_in_home,606,STANDARD
AkKi00819224,tap_in_home,466,STANDARD
AkKi00820224,well,304,HIGH (Requires Pollution Check)
AkKi00821224,tap_in_home,882,STANDARD
AkKi00822224,well,320,HIGH (Requires Pollution Check)
AkKi00823224,well,276,HIGH (Requires Pollution Check)
AkKi00824224,tap_in_home,644,STANDARD
AkKi00825224,tap_in_home_broken,672,CRITICAL
AkKi00826224,tap_in_home,350,STANDARD
AkKi00827224,tap_in_home,578,STANDARD
AkKi00828224,well,364,HIGH (Requires Pollution Check)
AkKi00829224,well,180,HIGH (Requires Pollution Check)
AkKi00830224,tap_in_home,942,STANDARD
AkKi00831224,tap_in_home_broken,886,CRITICAL
AkKi00832224,tap_in_home_broken,870,CRITICAL
AkKi00833224,well,172,HIGH (Requires Pollution Check)
AkKi00834224,well,300,HIGH (Requires Pollution Check)
AkKi00835224,tap_in_home_broken,418,CRITICAL
AkKi00836224,well,372,HIGH (Requires Pollution Check)
AkKi00837224,well,268,HIGH (Requires Pollution Check)
AkKi00838224,well,318,HIGH (Requires Pollution Check)
AkKi00839224,well,372,HIGH (Requires Pollution Check)
AkKi00840224,tap_in_home,804,STANDARD
AkKi00841224,well,266,HIGH (Requires Pollution Check)
AkKi00842224,well,336,HIGH (Requires Pollution Check)
AkKi00843224,well,210,HIGH (Requires Pollution Check)
AkKi00844224,tap_in_home_broken,438,CRITICAL
AkKi00845224,tap_in_home_broken,456,CRITICAL
AkKi00846224,tap_in_home,608,STANDARD
AkKi00847224,well,294,HIGH (Requires Pollution Check)
AkKi00848224,tap_in_home_broken,716,CRITICAL
AkKi00849224,tap_in_home,936,STANDARD
AkKi00850224,well,268,HIGH (Requires Pollution Check)
AkKi00851224,tap_in_home,404,STANDARD
AkKi00852224,tap_in_home_broken,330,CRITICAL
AkKi00853224,tap_in_home,610,STANDARD
AkKi00854224,tap_in_home_broken,892,CRITICAL
AkKi00855224,tap_in_home_broken,748,CRITICAL
AkKi00856224,well,238,HIGH (Requires Pollution Check)
AkKi00857224,tap_in_home_broken,588,CRITICAL
AkKi00858224,well,310,HIGH (Requires Pollution Check)
AkKi00859224,well,192,HIGH (Requires Pollution Check)
AkKi00860224,tap_in_home_broken,876,CRITICAL
AkKi00861224,tap_in_home_broken,456,CRITICAL
AkKi00862224,tap_in_home_broken,412,CRITICAL
AkKi00863224,well,306,HIGH (Requires Pollution Check)
AkKi00864224,well,262,HIGH (Requires Pollution Check)
AkKi00865224,well,264,HIGH (Requires Pollution Check)
AkKi00866224,well,218,HIGH (Requires Pollution Check)
AkKi00867224,shared_tap,308,STANDARD
AkKi00868224,tap_in_home,568,STANDARD
AkKi00869224,well,196,HIGH (Requires Pollution Check)
AkKi00870224,well,228,HIGH (Requires Pollution Check)
AkKi00871224,tap_in_home,994,STANDARD
AkKi00872224,tap_in_home_broken,570,CRITICAL
AkKi00873224,well,164,HIGH (Requires Pollution Check)
AkKi00874224,tap_in_home_broken,908,CRITICAL
AkKi00875224,tap_in_home_broken,398,CRITICAL
AkKi00876224,tap_in_home,846,STANDARD
AkKi00877224,well,272,HIGH (Requires Pollution Check)
AkKi00878224,well,190,HIGH (Requires Pollution Check)
AkKi00879224,tap_in_home,648,STANDARD
AkKi00880224,well,340,HIGH (Requires Pollution Check)
AkKi00881224,shared_tap,3398,STANDARD
AkKi00882224,tap_in_home,706,STANDARD
AkKi00883224,well,164,HIGH (Requires Pollution Check)
AkKi00884224,well,214,HIGH (Requires Pollution Check)
AkKi00885224,well,316,HIGH (Requires Pollution Check)
AkKi00886224,tap_in_home_broken,870,CRITICAL
AkKi00887224,well,216,HIGH (Requires Pollution Check)
AkKi00888224,well,358,HIGH (Requires Pollution Check)
AkKi00889224,well,382,HIGH (Requires Pollution Check)
AkKi00890224,shared_tap,2182,STANDARD
AkKi00891224,tap_in_home,846,STANDARD
AkKi00892224,tap_in_home_broken,592,CRITICAL
AkKi00893224,tap_in_home,782,STANDARD
AkKi00894224,tap_in_home,636,STANDARD
AkKi00895224,tap_in_home_broken,492,CRITICAL
AkKi00896224,well,356,HIGH (Requires Pollution Check)
AkKi00897224,tap_in_home_broken,752,CRITICAL
AkKi00898224,well,242,HIGH (Requires Pollution Check)
AkKi00899224,well,256,HIGH (Requires Pollution Check)
AkKi00900224,tap_in_home,806,STANDARD
AkKi00901224,tap_in_home_broken,790,CRITICAL
AkKi00902224,tap_in_home_broken,528,CRITICAL
AkKi00903224,tap_in_home_broken,904,CRITICAL
AkKi00904224,well,188,HIGH (Requires Pollution Check)
AkKi00905224,well,234,HIGH (Requires Pollution Check)
AkKi00906224,well,302,HIGH (Requires Pollution Check)
AkKi00907224,tap_in_home_broken,336,CRITICAL
AkKi00908224,tap_in_home_broken,316,CRITICAL
AkKi00909224,well,178,HIGH (Requires Pollution Check)
AkKi00910224,well,302,HIGH (Requires Pollution Check)
AkKi00911224,shared_tap,410,STANDARD
AkKi00912224,tap_in_home,590,STANDARD
AkKi00913224,well,296,HIGH (Requires Pollution Check)
AkKi00914224,well,302,HIGH (Requires Pollution Check)
AkKi00915224,well,242,HIGH (Requires Pollution Check)
AkKi00916224,tap_in_home,942,STANDARD
AkKi00917224,tap_in_home_broken,358,CRITICAL
AkKi00918224,well,268,HIGH (Requires Pollution Check)
AkKi00919224,well,360,HIGH (Requires Pollution Check)
AkKi00920224,tap_in_home,978,STANDARD
AkKi00921224,well,222,HIGH (Requires Pollution Check)
AkKi00922224,well,160,HIGH (Requires Pollution Check)
AkKi00923224,river,828,CRITICAL
AkKi00924224,shared_tap,3816,STANDARD
AkKi00925224,well,312,HIGH (Requires Pollution Check)
AkKi00926224,well,234,HIGH (Requires Pollution Check)
AkKi00927224,well,252,HIGH (Requires Pollution Check)
AkKi00928224,well,196,HIGH (Requires Pollution Check)
AkKi00929224,well,320,HIGH (Requires Pollution Check)
AkKi00930224,tap_in_home,998,STANDARD
AkKi00931224,tap_in_home,340,STANDARD
AkKi00932224,tap_in_home,778,STANDARD
AkKi00933224,shared_tap,2448,STANDARD
AkKi00934224,well,358,HIGH (Requires Pollution Check)
AkKi00935224,well,256,HIGH (Requires Pollution Check)
AkKi00936224,tap_in_home_broken,944,CRITICAL
AkKi00937224,well,166,HIGH (Requires Pollution Check)
AkKi00938224,tap_in_home_broken,812,CRITICAL
AkKi00939224,well,238,HIGH (Requires Pollution Check)
AkKi00940224,well,236,HIGH (Requires Pollution Check)
AkKi00941224,well,264,HIGH (Requires Pollution Check)
AkKi00942224,tap_in_home_broken,440,CRITICAL
AkKi00943224,tap_in_home,624,STANDARD
AkKi00944224,well,288,HIGH (Requires Pollution Check)
AkKi00945224,tap_in_home_broken,888,CRITICAL
AkKi00946224,tap_in_home,686,STANDARD
AkKi00947224,well,184,HIGH (Requires Pollution Check)
AkKi00948224,tap_in_home,478,STANDARD
AkKi00949224,well,358,HIGH (Requires Pollution Check)
