project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
261,SoIl32922224,11 Cape Verde Street,Ilanga,Sokoto,river,Drill well,Backlog,,
262,HaRu18624224,164 Kano Street,Rural,Hawassa,well,Install RO filter,Backlog,,
263,AkKi01248224,9 Ziwa Nyeusi Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
264,SoRu38390224,32 Mlima Wa Uzuri Avenue,Rural,Sokoto,river,Drill well,Backlog,,
265,AkRu03161224,21 Kigali Place,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
266,SoIl32438224,156 Sfax Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
267,SoRu35626224,34 Monrovia Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
268,KiIs24134224,77 Kiboko Senghor Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
269,AmRu13613224,72 Casablanca Street,Rural,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
270,KiRu27273224,18 Bloemfontein Boulevard,Rural,Kilimani,shared_tap,Install 5 taps nearby,Backlog,,
271,SoIl32313224,17 Rift Valley Rise,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
272,KiMr24409224,183 Okocha Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
273,HaRu18126224,42 Djibouti Drive,Rural,Hawassa,river,Drill well,Backlog,,
274,AmRu15190224,119 Mawimbi Maji Street,Rural,Amanzi,shared_tap,Install 6 taps nearby,Backlog,,
275,AkLu02603224,109 Papa Wemba Road,Lusaka,Akatsi,well,Install UV and RO filter,Backlog,,
276,SoCh31986224,139 Bamako Road,Cheche,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
277,AkRu04050224,18 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
278,KiRu30227224,24 Burna Boy Street,Rural,Kilimani,well,Install RO filter,Backlog,,
279,AkKi01415224,113 Zambezi Street,Kintampo,Akatsi,well,Install RO filter,Backlog,,
280,AkRu06897224,157 Fisi Nkrumah Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
281,HaRu17495224,36 Rhodes Street,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
282,KiZu31355224,15 Kagame Court,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
283,SoRu38823224,63 Cape Town Avenue,Rural,Sokoto,river,Drill well,Backlog,,
284,AmDa11951224,103 Nyoka Achebe Street,Dahabu,Amanzi,river,Drill well,Backlog,,
285,KiMr24370224,26 Pretoria Avenue,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
286,SoRu35656224,89 Monrovia Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
287,KiRu30623224,184 Sahara Street,Rural,Kilimani,well,Install RO filter,Backlog,,
288,SoRu37918224,43 Paka Dangote Street,Rural,Sokoto,river,Drill well,Backlog,,
289,HaAm16100224,116 Kifaru Lumumba Road,Amina,Hawassa,well,Install RO filter,Backlog,,
290,AmDa11899224,162 Nyoka Achebe Street,Dahabu,Amanzi,well,Install RO filter,Backlog,,
291,AkKi01240224,114 Ziwa Nyeusi Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
292,KiZu31345224,25 Kagame Court,Zuri,Kilimani,river,Drill well,Backlog,,
293,AkLu02519224,73 Papa Wemba Road,Lusaka,Akatsi,well,Install RO filter,Backlog,,
294,KiMr24477224,47 Okocha Street,Mrembo,Kilimani,well,Install RO filter,Backlog,,
295,AkRu08902224,98 Ladysmith Black Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
296,AmAs10418224,168 Eto'o Street,Asmara,Amanzi,river,Drill well,Backlog,,
297,HaDe16493224,100 Ndege Tambo Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
298,KiRu29505224,93 Bahari Nyeupe Street,Rural,Kilimani,river,Drill well,Backlog,,
299,SoRu37335224,17 Chui Wangari Drive,Rural,Sokoto,well,Install RO filter,Backlog,,
300,KiAm22466224,1 Bahari Ya Kupendeza Drive,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
301,KiIs24216224,118 Kiboko Senghor Road,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
302,SoRu36430224,114 Nkrumah Road,Rural,Sokoto,river,Drill well,Backlog,,
303,AkKi00938224,33 Tunis Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
304,AkHa00454224,32 Oliver Tambo Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
305,HaRu19301224,136 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
306,SoRu39282224,5 Shakira Drive,Rural,Sokoto,river,Drill well,Backlog,,
307,KiAm21974224,39 Lome Street,Amara,Kilimani,river,Drill well,Backlog,,
308,SoRu37067224,142 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
309,AmPw12418224,11 Jengo Street,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
310,SoRu34765224,116 Simba Road,Rural,Sokoto,river,Drill well,Backlog,,
311,KiRu28623224,48 Bahari Nzuri Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
312,KiAm22458224,26 Bahari Ya Kupendeza Drive,Amara,Kilimani,well,Install RO filter,Backlog,,
313,AkRu06525224,38 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
314,HaRu19140224,36 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
315,AmRu15014224,27 Mbuni Soyinka Avenue,Rural,Amanzi,well,Install RO filter,Backlog,,
316,KiRu28829224,70 Ziwa La Kioo Road,Rural,Kilimani,river,Drill well,Backlog,,
317,KiRu29287224,132 Bahari Ya Faraja Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
318,KiRu25422224,47 Mwanza Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
319,KiZu31045224,138 Yaounde Street,Zuri,Kilimani,shared_tap,Install 2 taps nearby,Backlog,,
320,KiRu30503224,48 Sahara Street,Rural,Kilimani,well,Install RO filter,Backlog,,
321,HaDj16966224,13 Amina Mohammed Drive,Djenne,Hawassa,well,Install RO filter,Backlog,,
322,HaRu20589224,157 Gbenga Adeyinka Street,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
323,KiRu27809224,155 Desmond Tutu Street,Rural,Kilimani,shared_tap,Install 2 taps nearby,Backlog,,
324,KiRu27220224,7 Maseru Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
325,SoRu35055224,8 Lusaka Circle,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
326,HaRu19169224,27 Miriam Makeba Drive,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
327,SoRu36575224,55 Machel Lane,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
328,SoRu37714224,111 Kuku Kenyatta Road,Rural,Sokoto,river,Drill well,Backlog,,
329,SoRu38371224,68 Mlima Wa Uzuri Avenue,Rural,Sokoto,river,Drill well,Backlog,,
330,HaRu20522224,145 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
331,KiMr24574224,158 Okocha Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
332,SoRu38598224,33 Mlima Wa Ufalme Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
333,SoIl32475224,123 Sfax Street,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
334,SoRu39549224,154 Angelique Street,Rural,Sokoto,shared_tap,Install 6 taps nearby,Backlog,,
335,SoIl32590224,119 Pwani Mchangani Road,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
336,AmAb09049224,3 Kinshasa Road,Abidjan,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
337,AkKi01118224,34 Sungura Biko Avenue,Kintampo,Akatsi,well,Install UV and RO filter,Backlog,,
338,KiRu27085224,58 Ouagadougou Way,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
339,AkRu03668224,163 Koinange Street,Rural,Akatsi,shared_tap,Install 3 taps nearby,Backlog,,
340,HaRu17300224,32 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
341,SoRu34910224,64 Ndovu Avenue,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
342,KiRu25968224,5 Kalahari Avenue,Rural,Kilimani,shared_tap,Install 3 taps nearby,Backlog,,
343,SoRu35499224,163 Monrovia Street,Rural,Sokoto,well,Install RO filter,Backlog,,
344,KiRu25542224,11 Okavango Bend,Rural,Kilimani,well,Install RO filter,Backlog,,
345,HaZa21785224,10 Kampala Road,Zanzibar,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
346,AkRu06864224,56 Fisi Nkrumah Street,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
347,AkRu03812224,180 Lumumba Street,Rural,Akatsi,well,Install RO filter,Backlog,,
348,SoRu36669224,3 Machel Lane,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
349,KiAm21953224,7 Zanzibar Crossing,Amara,Kilimani,well,Install RO filter,Backlog,,
350,AmPw12274224,41 Zuri Place,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
351,AmAs10356224,170 Eto'o Street,Asmara,Amanzi,shared_tap,Install 4 taps nearby,Backlog,,
352,AkRu05433224,140 Wole Soyinka Street,Rural,Akatsi,well,Install RO filter,Backlog,,
353,AkRu04210224,98 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
354,SoRu38259224,154 Mto Wa Uzima Street,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
355,KiZu31088224,19 Maputo Drive,Zuri,Kilimani,well,Install UV and RO filter,Backlog,,
356,KiHa22878224,27 Dar es Salaam Drive,Harare,Kilimani,river,Drill well,Backlog,,
357,KiRu27844224,52 Haile Selassie Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
358,SoRu39488224,14 Angelique Street,Rural,Sokoto,shared_tap,Install 7 taps nearby,Backlog,,
359,HaRu17387224,110 Rhodes Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
360,AmAm09534224,174 Lumumba Lane,Amina,Amanzi,river,Drill well,Backlog,,
361,SoRu37168224,128 Nelson Mandela Street,Rural,Sokoto,well,Install RO filter,Backlog,,
362,AkRu02991224,33 Dakar Crescent,Rural,Akatsi,well,Install RO filter,Backlog,,
363,SoRu36665224,196 Machel Lane,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
364,AmAm09426224,48 Accra Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
365,KiRu29094224,110 Njia Ya Maji Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
366,KiHa22912224,145 Bujumbura Street,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
367,KiRu26087224,27 Nyerere Road,Rural,Kilimani,river,Drill well,Backlog,,
368,AmRu15568224,169 Jerusalema Lane,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
369,HaRu18425224,32 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
370,SoRu37096224,146 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
371,SoCh32157224,66 Lusaka Road,Cheche,Sokoto,well,Install RO filter,Backlog,,
372,HaRu18153224,22 Djibouti Drive,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
373,AkRu05667224,88 Ramaphosa Road,Rural,Akatsi,river,Drill well,Backlog,,
374,AmRu13730224,27 Luanda Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
375,AkRu07487224,31 Bahari Ya Kunata Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
376,KiIs23896224,186 Farasi Makeba Street,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
377,SoRu36568224,183 Machel Lane,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
378,AmAm09867224,97 Afro Jazz Street,Amina,Amanzi,well,Install RO filter,Backlog,,
379,AmRu13885224,112 Timbuktu Road,Rural,Amanzi,well,Install RO filter,Backlog,,
380,HaRu19654224,33 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
381,KiHa23423224,108 Samora Machel Road,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
382,SoRu35543224,12 Monrovia Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
383,KiHa23204224,184 Port Said Street,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
384,HaAm16014224,95 Garang Street,Amina,Hawassa,well,Install RO filter,Backlog,,
385,SoMa34385224,33 Drogba Drive,Marang,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
386,KiHa23398224,63 Samora Machel Road,Harare,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
387,KiMr24963224,87 Mlima Wa Matumaini Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
388,HaRu19943224,37 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
389,HaRu19109224,182 Winnie Mandela Street,Rural,Hawassa,river,Drill well,Backlog,,
390,AkRu07725224,41 Ukingo Wa Mto Road,Rural,Akatsi,well,Install RO filter,Backlog,,
391,SoBa31775224,60 Chura Usman Street,Bahari,Sokoto,river,Drill well,Backlog,,
392,AkRu04382224,150 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
393,SoRu35893224,130 Seychelles Street,Rural,Sokoto,well,Install RO filter,Backlog,,
394,KiRu28358224,31 Twiga Kagame Avenue,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
395,AmRu14915224,18 Ngiri Achebe Drive,Rural,Amanzi,river,Drill well,Backlog,,
396,SoRu39060224,61 Youssou N'Dour Road,Rural,Sokoto,river,Drill well,Backlog,,
397,AkRu06256224,125 Tembo Mandela Road,Rural,Akatsi,well,Install RO filter,Backlog,,
398,AmRu15508224,122 Jerusalema Lane,Rural,Amanzi,well,Install RO filter,Backlog,,
399,KiAm22564224,45 Bahari Ya Upendo Road,Amara,Kilimani,river,Drill well,Backlog,,
400,HaAm16134224,98 Kifaru Lumumba Road,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
401,KiRu25677224,119 Acacia Lane,Rural,Kilimani,well,Install RO filter,Backlog,,
402,SoRu37853224,148 Kuku Kenyatta Road,Rural,Sokoto,river,Drill well,Backlog,,
403,AmPw12761224,28 Tumbili Kenyatta Avenue,Pwani,Amanzi,shared_tap,Install 3 taps nearby,Backlog,,
404,SoMa33975224,147 Yaya Tour̩ Lane,Majengo,Sokoto,well,Install UV and RO filter,Backlog,,
405,AkRu07996224,93 Maji Mema Street,Rural,Akatsi,well,Install RO filter,Backlog,,
406,AmRu13820224,12 Benghazi Boulevard,Rural,Amanzi,well,Install RO filter,Backlog,,
407,AmRu15240224,56 Mawimbi Maji Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
408,AkRu08421224,161 African Skies Street,Rural,Akatsi,well,Install RO filter,Backlog,,
409,HaRu20817224,98 Tuku Street,Rural,Hawassa,well,Install RO filter,Backlog,,
410,HaRu18678224,90 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
411,SoRu36475224,9 Nkrumah Road,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
412,KiZu31183224,186 Conakry Street,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
413,AkRu04212224,154 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
414,HaZa21826224,21 Jomo Kenyatta Avenue,Zanzibar,Hawassa,well,Install UV and RO filter,Backlog,,
415,SoRu39089224,36 Youssou N'Dour Road,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
416,KiRu26824224,80 N'Djamena Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
417,AmAs10068224,45 Tembo Road,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
418,HaRu18950224,103 Winnie Mandela Street,Rural,Hawassa,shared_tap,Install 2 taps nearby,Backlog,,
419,AmAm09766224,18 Zamajobe Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
420,HaRu17317224,26 Tahrir Square,Rural,Hawassa,well,Install RO filter,Backlog,,
421,SoKo33273224,20 Njovu Biko Drive,Kofi,Sokoto,well,Install RO filter,Backlog,,
422,KiRu25743224,52 Acacia Lane,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
423,AmAm09738224,19 Ziwa Mzuri Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
424,KiIs23873224,100 Farasi Makeba Street,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
425,HaDe16497224,69 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
426,AkRu05214224,10 Kenyatta Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
427,KiIs23865224,25 Farasi Makeba Street,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
428,HaDe16457224,41 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
429,AkRu05763224,111 Ramaphosa Road,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
430,SoMa34327224,59 Freetown Road,Marang,Sokoto,river,Drill well,Backlog,,
431,KiZu30694224,190 Banjul Street,Zuri,Kilimani,river,Drill well,Backlog,,
432,HaRu19069224,133 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
433,AmBe11078224,132 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
434,SoRu39576224,65 Angelique Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
435,SoRu39639224,59 Angelique Street,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
436,KiRu30295224,66 Kinshasa Road,Rural,Kilimani,well,Install RO filter,Backlog,,
437,AkRu04127224,189 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
438,HaRu18175224,20 Tripoli Terrace,Rural,Hawassa,well,Install RO filter,Backlog,,
439,HaRu19278224,178 Kiboko Nkrumah Lane,Rural,Hawassa,shared_tap,Install 8 taps nearby,Backlog,,
440,SoIl32901224,39 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
441,KiIs24037224,65 Jengo Khama Avenue,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
442,SoRu38724224,158 Mto Wa Ukarimu Street,Rural,Sokoto,river,Drill well,Backlog,,
443,AmRu13233224,34 Hurghada Street,Rural,Amanzi,well,Install RO filter,Backlog,,
444,HaRu18024224,85 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
445,KiMr25022224,8 Ziwa La Tumaini Drive,Mrembo,Kilimani,well,Install RO filter,Backlog,,
446,AmAb09334224,50 N'dour Avenue,Abidjan,Amanzi,shared_tap,Install 7 taps nearby,Backlog,,
447,KiHa23414224,29 Samora Machel Road,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
448,SoRu36589224,32 Machel Lane,Rural,Sokoto,well,Install RO filter,Backlog,,
449,KiHa22997224,63 Bujumbura Street,Harare,Kilimani,river,Drill well,Backlog,,
450,AmAm09405224,50 Accra Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
451,AmAb09183224,36 Patrice Lumumba Drive,Abidjan,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
452,KiRu29770224,115 Ziwa La Upendo Street,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
453,SoRu38618224,17 Mlima Wa Ufalme Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
454,KiRu29779224,77 Ziwa La Upendo Street,Rural,Kilimani,shared_tap,Install 6 taps nearby,Backlog,,
455,HaRu19432224,89 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
456,AmAb09163224,31 Kigali Drive,Abidjan,Amanzi,river,Drill well,Backlog,,
457,KiRu29907224,36 Special Star Road,Rural,Kilimani,well,Install RO filter,Backlog,,
458,KiIs23499224,83 Langata Road,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
459,AmBe11231224,11 Mbuzi Mbeki Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
460,KiRu26547224,65 Praia Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
461,AkKi00955224,103 Tunis Street,Kintampo,Akatsi,well,Install UV and RO filter,Backlog,,
462,HaRu18332224,14 Bamako Avenue,Rural,Hawassa,shared_tap,Install 8 taps nearby,Backlog,,
463,KiRu25304224,55 Mwanza Street,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
464,HaRu19623224,23 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
465,HaAm15895224,163 Garang Street,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
466,AkLu02070224,66 Kumasi Street,Lusaka,Akatsi,well,Install UV and RO filter,Backlog,,
467,KiRu27385224,76 Kaduna Road,Rural,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
468,SoRu35127224,6 Zamalek Parkway,Rural,Sokoto,well,Install RO filter,Backlog,,
469,KiRu28787224,21 Bahari Nzuri Street,Rural,Kilimani,river,Drill well,Backlog,,
470,SoRu38472224,55 Pwani Ya Joto Road,Rural,Sokoto,well,Install RO filter,Backlog,,
471,AkRu07084224,63 Simba Tutu Street,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
472,AkLu02145224,8 Dakar Drive,Lusaka,Akatsi,well,Install RO filter,Backlog,,
473,KiRu29154224,6 Mto Wa Raha Drive,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
474,SoIl32983224,161 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
475,HaRu20026224,52 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
476,KiRu29361224,40 Pwani Ya Utulivu Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
477,AmRu15655224,65 Scatterlings Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
478,SoRu36261224,113 Casablanca Road,Rural,Sokoto,well,Install RO filter,Backlog,,
479,AmRu14142224,160 Zinjathropus Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
480,SoRu36581224,35 Machel Lane,Rural,Sokoto,river,Drill well,Backlog,,
481,AkRu04399224,121 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
